,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount
25692,6959,101,1,0,0,0,0.0,0,0
25693,6960,1,0,0,0,0,0.0,0,0
25763,6966,101,0,2,0,0,0.0,0,0
25772,6970,101,1,0,0,0,0.0,0,0
25779,6974,1,1,0,0,0,0.0,0,0
25789,6978,101,0,6,0,0,0.0,0,0
25795,6982,101,0,4,0,0,0.0,0,0
25796,6983,101,0,9,0,0,0.0,0,0
25798,6985,101,2,0,0,0,0.0,0,0
25800,6987,101,0,1,0,0,0.0,0,0
25802,6989,101,0,0,0,0,0.0,0,0
25803,6990,26,6,0,0,0,0.0,0,0
25804,6991,101,0,0,0,0,0.0,0,0
25805,6992,101,0,0,0,0,0.0,0,0
25815,6995,101,1,0,0,0,0.0,0,0
25818,6998,1,0,0,0,0,0.0,0,0
25819,6999,101,1,2,0,0,0.0,0,0
25827,7007,101,2,0,0,0,0.0,0,0
25833,7010,1,0,0,0,0,0.0,0,0
25835,7012,101,0,2,0,0,0.0,0,0
25839,7016,101,0,0,0,0,0.0,0,0
25840,7017,1,1,0,0,0,0.0,0,0
25841,7018,108,4,2,0,0,0.0,0,0
25842,7022,1,1,0,0,0,0.0,0,0
25843,7023,1,2,0,0,0,0.0,0,0
25844,7024,101,0,0,0,0,0.0,0,0
25853,7029,101,0,0,0,0,0.0,0,0
25854,7030,1,0,0,0,0,0.0,0,0
25855,7031,101,0,0,0,0,0.0,0,0
25859,7036,1,0,0,0,0,0.0,0,0
25867,7039,101,0,1,0,0,0.0,0,0
25888,7047,101,0,0,0,0,0.0,0,0
25893,7052,101,12,0,0,0,0.0,0,0
25894,7053,101,2,1,0,0,0.0,0,0
25897,7055,101,0,3,0,0,0.0,0,0
25899,7057,101,0,1,0,0,0.0,0,0
25901,7060,101,2,0,0,0,0.0,0,0
25902,7061,1,1,0,0,0,0.0,0,0
25903,7062,101,0,2,0,0,0.0,0,0
25904,7063,101,2,0,0,0,0.0,0,0
25921,7065,101,0,0,0,0,0.0,0,0
25926,7067,101,0,0,0,0,0.0,0,0
25927,7068,111,2,5,0,0,0.0,0,0
25928,7069,1,1,0,0,0,0.0,0,0
25929,7070,101,1,0,0,0,0.0,0,0
26045,7074,101,0,0,0,0,0.0,0,0
26046,7076,101,0,0,0,0,0.0,0,0
26050,7079,1,1,0,0,0,0.0,0,0
26051,7080,106,2,0,0,0,0.0,0,0
26053,7082,1,0,0,0,0,0.0,0,0
26055,7084,1,0,0,0,0,0.0,0,0
26063,7091,101,0,0,0,0,0.0,0,0
26064,7092,101,0,1,0,0,0.0,0,0
26068,7097,101,0,0,0,0,0.0,0,0
26069,7098,101,0,0,0,0,0.0,0,0
26076,7101,101,3,0,0,0,0.0,0,0
26083,7105,1,0,0,0,0,0.0,0,0
26085,7107,1,0,0,0,0,0.0,0,0
26086,7108,101,0,2,0,0,0.0,0,0
26087,7110,101,0,0,0,0,0.0,0,0
26088,7111,101,0,3,0,0,0.0,0,0
26090,7113,1,0,0,0,0,0.0,0,0
26093,7117,1,5,0,0,0,0.0,0,0
26105,7123,101,0,0,0,0,0.0,0,0
26106,7124,101,0,0,0,0,0.0,0,0
26108,7126,101,2,3,0,0,0.0,0,0
26109,7127,225,12,27,0,0,0.0,0,0
26114,7129,1,0,0,0,0,0.0,0,0
26120,7132,101,0,3,0,0,0.0,0,0
26121,7133,101,5,0,0,0,0.0,0,0
26122,7134,1,1,0,0,0,0.0,0,0
26126,7136,101,0,0,0,0,0.0,0,0
26145,7147,101,1,1,0,0,0.0,0,0
26146,7148,1,1,0,0,0,0.0,0,0
26147,7149,101,2,0,0,0,0.0,0,0
26148,7150,1,0,0,0,0,0.0,0,0
26151,7152,1,0,0,0,0,0.0,0,0
26152,7153,1,0,0,0,0,0.0,0,0
26156,7157,101,1,0,0,0,0.0,0,0
26170,7163,101,0,0,0,0,0.0,0,0
26171,7165,101,0,0,0,0,0.0,0,0
26172,7166,1,0,0,0,0,0.0,0,0
26210,7173,1,2,0,0,0,0.0,0,0
26214,7175,101,1,2,0,0,0.0,0,0
26219,7180,131,2,2,0,0,0.0,0,0
26221,7183,101,0,6,0,0,0.0,0,0
26222,7184,101,3,0,0,0,0.0,0,0
26232,7190,101,2,7,0,0,0.0,0,0
26233,7191,1,0,0,0,0,0.0,0,0
26235,7193,1,0,0,0,0,0.0,0,0
26246,7195,101,5,0,0,0,0.0,0,0
26249,7197,1,1,0,0,0,0.0,0,0
26250,7198,101,1,3,0,0,0.0,0,0
26274,7200,101,2,0,0,0,0.0,0,0
26278,7204,101,0,0,0,0,0.0,0,0
26281,7207,101,1,0,0,0,0.0,0,0
26282,7208,1,2,0,0,0,0.0,0,0
26283,7209,121,2,3,0,0,0.0,0,0
26285,7213,1,0,0,0,0,0.0,0,0
26291,7217,1,2,0,0,0,0.0,0,0
26295,7220,101,1,0,0,0,0.0,0,0
26408,7227,1,0,0,0,0,0.0,0,0
26409,7228,101,1,2,0,0,0.0,0,0
26410,7229,101,0,0,0,0,0.0,0,0
26413,7231,101,0,0,0,0,0.0,0,0
26414,7233,1,0,0,0,0,0.0,0,0
26422,7237,1,0,0,0,0,0.0,0,0
26430,7241,101,1,2,0,0,0.0,0,0
26442,7245,101,3,0,0,0,0.0,0,0
26446,7247,1,0,0,0,0,0.0,0,0
26507,7252,1,0,0,0,0,0.0,0,0
26508,7253,1,1,0,0,0,0.0,0,0
26509,7254,1,0,0,0,0,0.0,0,0
26524,7262,1,0,0,0,0,0.0,0,0
26526,7265,1,0,0,0,0,0.0,0,0
26527,7266,101,1,0,0,0,0.0,0,0
26529,7269,1,0,0,0,0,0.0,0,0
26530,7270,101,0,1,0,0,0.0,0,0
26531,7271,101,1,4,0,0,0.0,0,0
26533,7274,101,0,0,0,0,0.0,0,0
26536,7277,1,0,0,0,0,0.0,0,0
26542,7281,1,0,0,0,0,0.0,0,0
26552,7285,1,0,0,0,0,0.0,0,0
26553,7286,101,2,0,0,0,0.0,0,0
26935,7293,101,0,0,0,0,0.0,0,0
26936,7294,1,0,0,0,0,0.0,0,0
26937,7296,1,0,0,0,0,0.0,0,0
26942,7298,1,0,0,0,0,0.0,0,0
26943,7299,1,0,0,0,0,0.0,0,0
26945,7301,1,0,0,0,0,0.0,0,0
26946,7302,1,0,0,0,0,0.0,0,0
26961,7317,1,4,0,0,0,0.0,0,0
26962,7318,1,0,0,0,0,0.0,0,0
26963,7320,101,0,1,0,0,0.0,0,0
26964,7321,1,0,0,0,0,0.0,0,0
26965,7324,101,0,10,0,0,0.0,0,0
26967,7327,1,0,0,0,0,0.0,0,0
26968,7328,1,2,0,0,0,0.0,0,0
26979,7330,101,0,0,0,0,0.0,0,0
26980,7331,6,2,0,0,0,0.0,0,0
26981,7333,101,0,0,0,0,0.0,0,0
27010,7342,101,0,0,0,0,0.0,0,0
27020,7348,101,0,0,0,0,0.0,0,0
27021,7350,1,0,0,0,0,0.0,0,0
27022,7351,1,0,0,0,0,0.0,0,0
27023,7352,101,0,0,0,0,0.0,0,0
27028,7356,101,1,1,0,0,0.0,0,0
27030,7358,1,0,0,0,0,0.0,0,0
27035,7362,191,13,6,1,0,0.0,0,0
27037,7364,101,0,0,0,0,0.0,0,0
27111,7369,101,1,0,0,0,0.0,0,0
27112,7370,1,1,0,0,0,0.0,0,0
27115,7373,101,0,0,0,0,0.0,0,0
27117,7376,1,1,0,0,0,0.0,0,0
27118,7377,101,1,0,0,0,0.0,0,0
27119,7378,101,1,0,0,0,0.0,0,0
27120,7379,101,0,0,0,0,0.0,0,0
27124,7382,1,0,0,0,0,0.0,0,0
27126,7384,101,0,0,0,0,0.0,0,0
27130,7387,101,3,0,0,0,0.0,0,0
27131,7388,101,0,0,0,0,0.0,0,0
27133,7390,101,0,0,0,0,0.0,0,0
27136,7393,101,0,0,0,0,0.0,0,0
27147,7402,102,6,0,0,0,0.0,0,0
27148,7403,101,1,0,0,0,0.0,0,0
27152,7407,1,0,0,0,0,0.0,0,0
27153,7409,129,15,198,2,0,0.0,0,0
27183,7412,1,0,0,0,0,0.0,0,0
27184,7414,101,1,0,0,0,0.0,0,0
27185,7415,1,3,0,0,0,0.0,0,0
27186,7416,101,0,0,0,0,0.0,0,0
27190,7418,101,2,0,0,0,0.0,0,0
27211,7424,101,2,0,0,0,0.0,0,0
27225,7429,126,20,4,0,0,0.0,0,0
27227,7433,1,0,0,0,0,0.0,0,0
27231,7439,1,2,0,0,0,0.0,0,0
27232,7440,101,0,0,0,0,0.0,0,0
27233,7441,101,0,1,0,0,0.0,0,0
27234,7442,1,0,0,0,0,0.0,0,0
27249,7451,1,0,0,0,0,0.0,0,0
27250,7452,101,0,0,0,0,0.0,0,0
27251,7453,101,0,8,0,0,0.0,0,0
27252,7454,101,0,0,0,0,0.0,0,0
27255,7457,101,4,1,0,0,0.0,0,0
27256,7458,101,2,0,0,0,0.0,0,0
27259,7462,101,0,1,0,0,0.0,0,0
27261,7465,101,1,0,0,0,0.0,0,0
27264,7467,101,0,0,0,0,0.0,0,0
27265,7468,101,1,0,0,0,0.0,0,0
27267,7470,101,1,20,0,0,0.0,0,0
27272,7476,101,0,0,0,0,0.0,0,0
27274,7478,101,0,0,0,0,0.0,0,0
27294,7484,101,0,1,0,0,0.0,0,0
27314,7487,1,0,0,0,0,0.0,0,0
27318,7492,101,0,0,0,0,0.0,0,0
27319,7493,101,0,0,0,0,0.0,0,0
27321,7495,1,1,0,0,0,0.0,0,0
27381,7499,101,2,4,0,0,0.0,0,0
27382,7500,101,3,0,0,0,0.0,0,0
27383,7501,1,0,0,0,0,0.0,0,0
27384,7502,101,2,0,0,0,0.0,0,0
27387,7505,101,0,0,0,0,0.0,0,0
27388,7506,1,4,0,0,0,0.0,0,0
27389,7507,101,0,0,0,0,0.0,0,0
27391,7509,101,4,0,0,0,0.0,0,0
27392,7510,101,0,0,0,0,0.0,0,0
27393,7511,1,1,0,0,0,0.0,0,0
27405,7518,1,1,0,0,0,0.0,0,0
27413,7523,1,0,0,0,0,0.0,0,0
27414,7525,101,0,17,0,0,0.0,0,0
27421,7530,1,0,0,0,0,0.0,0,0
27423,7533,1,0,0,0,0,0.0,0,0
27438,7540,101,0,0,0,0,0.0,0,0
27439,7541,1,2,0,0,0,0.0,0,0
27440,7542,1,0,0,0,0,0.0,0,0
27441,7543,101,0,1,0,0,0.0,0,0
27442,7544,1,0,0,0,0,0.0,0,0
27443,7545,1,0,0,0,0,0.0,0,0
27449,7547,101,1,2,0,0,0.0,0,0
27459,7552,101,0,0,0,0,0.0,0,0
27669,7560,101,0,0,0,0,0.0,0,0
27670,7562,101,1,0,0,0,0.0,0,0
27672,7564,101,1,0,0,0,0.0,0,0
27673,7565,1,0,0,0,0,0.0,0,0
27674,7566,1,2,0,0,0,0.0,0,0
27689,7583,1,0,0,0,0,0.0,0,0
27691,7585,101,0,0,0,0,0.0,0,0
27692,7586,1,2,0,0,0,0.0,0,0
27693,7587,101,0,0,0,0,0.0,0,0
27705,7593,1,1,0,0,0,0.0,0,0
27712,7598,101,0,0,0,0,0.0,0,0
27713,7599,101,1,0,0,0,0.0,0,0
27718,7602,1,1,0,0,0,0.0,0,0
27728,7604,101,1,0,0,0,0.0,0,0
27734,7611,101,2,0,0,0,0.0,0,0
27735,7612,101,1,0,0,0,0.0,0,0
27736,7613,1,1,0,0,0,0.0,0,0
27737,7614,1,0,0,0,0,0.0,0,0
27751,7617,101,1,0,0,0,0.0,0,0
27758,7621,101,0,0,0,0,0.0,0,0
27759,7623,101,0,0,0,0,0.0,0,0
27761,7625,1,0,0,0,0,0.0,0,0
27762,7626,106,3,0,0,0,0.0,0,0
27763,7627,101,0,0,0,0,0.0,0,0
27764,7628,1,1,0,0,0,0.0,0,0
27765,7629,1,0,0,0,0,0.0,0,0
27768,7635,101,1,0,0,0,0.0,0,0
27769,7636,101,0,0,0,0,0.0,0,0
27770,7637,1,0,0,0,0,0.0,0,0
27775,7640,101,0,0,0,0,0.0,0,0
27776,7641,193,9,6,0,0,0.0,0,0
27777,7642,26,0,0,0,0,0.0,0,0
27778,7643,1,0,0,0,0,0.0,0,0
27807,7654,101,0,0,0,0,0.0,0,0
27810,7660,101,0,0,0,0,0.0,0,0
27826,7669,101,4,0,0,0,0.0,0,0
27827,7671,1,0,0,0,0,0.0,0,0
27828,7672,1,0,0,0,0,0.0,0,0
27832,7676,1,1,0,0,0,0.0,0,0
27835,7679,1,2,0,0,0,0.0,0,0
27836,7680,101,1,5,0,0,0.0,0,0
27839,7682,101,0,0,0,0,0.0,0,0
27840,7683,101,1,1,0,0,0.0,0,0
27841,7684,101,2,1,0,0,0.0,0,0
27845,7687,101,0,0,0,0,0.0,0,0
27860,7694,1,0,0,0,0,0.0,0,0
27861,7695,1,0,0,0,0,0.0,0,0
27862,7697,1,0,0,0,0,0.0,0,0
27863,7698,1,1,0,0,0,0.0,0,0
27869,7701,1,0,0,0,0,0.0,0,0
27871,7703,101,0,0,0,0,0.0,0,0
27873,7706,215,18,44,5,0,0.0,0,0
27875,7708,1,0,0,0,0,0.0,0,0
27876,7709,101,0,0,0,0,0.0,0,0
27882,7713,1,0,0,0,0,0.0,0,0
27885,7717,1,0,0,0,0,0.0,0,0
27889,7722,11,1,0,0,0,0.0,0,0
27890,7723,1,0,0,0,0,0.0,0,0
27891,7724,1,0,0,0,0,0.0,0,0
27893,7726,101,1,0,0,0,0.0,0,0
27894,7729,101,1,0,0,0,0.0,0,0
27895,7730,101,2,0,0,0,0.0,0,0
27897,7732,31,3,0,0,0,0.0,0,0
27928,7738,1,0,0,0,0,0.0,0,0
27937,7742,1,0,0,0,0,0.0,0,0
27947,7746,78,5,16,0,0,0.0,0,0
27948,7747,1,1,0,0,0,0.0,0,0
27949,7748,1,0,0,0,0,0.0,0,0
27951,7753,101,0,0,0,0,0.0,0,0
27955,7758,101,0,0,0,0,0.0,0,0
27956,7759,1,0,0,0,0,0.0,0,0
27958,7761,1,6,0,0,0,0.0,0,0
27960,7763,101,0,0,0,0,0.0,0,0
27962,7766,1,0,0,0,0,0.0,0,0
27963,7767,1,0,0,0,0,0.0,0,0
27964,7768,101,0,0,0,0,0.0,0,0
27965,7769,101,0,0,0,0,0.0,0,0
27970,7775,1,0,0,0,0,0.0,0,0
27972,7777,1,1,0,0,0,0.0,0,0
27973,7778,101,0,0,0,0,0.0,0,0
27974,7779,101,0,0,0,0,0.0,0,0
27978,7783,101,0,0,0,0,0.0,0,0
27979,7784,101,0,0,0,0,0.0,0,0
27981,7786,101,5,0,0,0,0.0,0,0
28017,7790,1,0,0,0,0,0.0,0,0
28018,7791,101,1,0,0,0,0.0,0,0
28020,7794,1,0,0,0,0,0.0,0,0
28063,7796,101,1,0,0,0,0.0,0,0
28064,7797,1,0,0,0,0,0.0,0,0
28078,7804,101,0,6,0,0,0.0,0,0
28079,7805,1,0,0,0,0,0.0,0,0
28080,7806,101,11,0,0,0,0.0,0,0
28092,7812,1,0,0,0,0,0.0,0,0
28093,7813,101,0,0,0,0,0.0,0,0
28094,7815,1,0,0,0,0,0.0,0,0
28112,7821,101,0,0,0,0,0.0,0,0
28113,7822,1,0,0,0,0,0.0,0,0
28114,7823,1,0,0,0,0,0.0,0,0
28115,7825,101,0,0,0,0,0.0,0,0
28116,7826,1,0,0,0,0,0.0,0,0
28117,7827,101,0,0,0,0,0.0,0,0
28278,7830,101,3,5,0,0,0.0,0,0
28281,7833,1,0,0,0,0,0.0,0,0
28282,7834,1,2,0,0,0,0.0,0,0
28283,7835,6,0,0,0,0,0.0,0,0
28291,7839,101,1,0,0,0,0.0,0,0
28292,7840,101,1,3,0,0,0.0,0,0
28293,7841,101,0,0,0,0,0.0,0,0
28296,7845,1,0,0,0,0,0.0,0,0
28298,7848,1,0,0,0,0,0.0,0,0
28299,7850,1,1,0,0,0,0.0,0,0
28300,7851,1,1,0,0,0,0.0,0,0
28301,7852,101,0,0,0,0,0.0,0,0
28303,7856,1,1,0,0,0,0.0,0,0
28304,7857,1,1,0,0,0,0.0,0,0
28307,7862,1,1,0,0,0,0.0,0,0
28311,7865,101,0,21,0,0,0.0,0,0
28313,7868,101,0,0,0,0,0.0,0,0
28314,7869,101,2,0,0,0,0.0,0,0
28316,7871,1,3,0,0,0,0.0,0,0
28318,7874,1,0,0,0,0,0.0,0,0
28326,7880,11,4,0,0,0,0.0,0,0
28327,7881,1,1,0,0,0,0.0,0,0
28339,7885,101,0,0,0,0,0.0,0,0
28340,7887,101,0,0,0,0,0.0,0,0
28342,7889,1,0,0,0,0,0.0,0,0
28343,7890,1,0,0,0,0,0.0,0,0
28353,7894,1,0,0,0,0,0.0,0,0
28357,7898,1,4,0,0,0,0.0,0,0
28362,7901,101,1,0,0,0,0.0,0,0
28365,7904,1,0,0,0,0,0.0,0,0
28366,7906,101,3,2,0,0,0.0,0,0
28372,7912,126,9,14,0,0,0.0,0,0
28373,7913,1,0,0,0,0,0.0,0,0
28375,7915,101,0,0,0,0,0.0,0,0
28400,7919,101,0,0,0,0,0.0,0,0
28404,7924,1,0,0,0,0,0.0,0,0
28407,7927,101,0,6,0,0,0.0,0,0
28412,7929,101,0,0,0,0,0.0,0,0
28413,7930,1,0,0,0,0,0.0,0,0
28417,7935,1,0,0,0,0,0.0,0,0
28419,7938,101,0,0,0,0,0.0,0,0
28423,7943,101,0,0,0,0,0.0,0,0
28424,7944,101,0,0,0,0,0.0,0,0
28432,7946,101,0,0,0,0,0.0,0,0
28437,7950,101,3,0,0,0,0.0,0,0
28440,7953,101,15,0,0,0,0.0,0,0
28442,7955,101,0,1,0,0,0.0,0,0
28443,7956,101,1,0,0,0,0.0,0,0
28444,7957,1,0,0,0,0,0.0,0,0
28464,7966,101,4,0,0,0,0.0,0,0
28474,7971,101,0,0,0,0,0.0,0,0
28730,7978,1,0,0,0,0,0.0,0,0
28732,7980,111,14,0,0,0,0.0,0,0
28743,7988,101,0,0,0,0,0.0,0,0
28744,7989,101,1,0,0,0,0.0,0,0
28745,7990,101,0,0,0,0,0.0,0,0
28746,7991,101,0,8,0,0,0.0,0,0
28747,7992,1,0,0,0,0,0.0,0,0
28756,7998,101,1,0,0,0,0.0,0,0
28760,8001,101,1,0,0,0,0.0,0,0
28761,8003,1,2,0,0,0,0.0,0,0
28776,8007,111,3,3,0,0,0.0,0,0
28777,8008,1,2,0,0,0,0.0,0,0
28854,8015,1,2,0,0,0,0.0,0,0
28855,8017,101,1,1,0,0,0.0,0,0
28857,8019,101,0,0,0,0,0.0,0,0
28862,8025,101,3,0,0,0,0.0,0,0
28863,8026,1,1,0,0,0,0.0,0,0
28865,8028,1,2,0,0,0,0.0,0,0
28883,8034,101,0,0,0,0,0.0,0,0
28884,8035,101,0,0,0,0,0.0,0,0
28889,8039,101,2,2,0,0,0.0,0,0
28890,8040,71,4,23,0,0,0.0,0,0
28910,8043,101,0,0,0,0,0.0,0,0
28911,8044,1,0,0,0,0,0.0,0,0
28912,8045,1,0,0,0,0,0.0,0,0
28915,8049,101,3,0,0,0,0.0,0,0
28917,8052,1,2,0,0,0,0.0,0,0
28927,8054,1,0,0,0,0,0.0,0,0
28929,8056,1,0,0,0,0,0.0,0,0
28930,8058,101,1,0,0,0,0.0,0,0
28931,8059,101,0,0,0,0,0.0,0,0
28960,8068,1,0,0,0,0,0.0,0,0
28961,8069,1,1,0,0,0,0.0,0,0
28962,8070,1,2,0,0,0,0.0,0,0
28972,8075,1,1,0,0,0,0.0,0,0
29058,8084,1,0,0,0,0,0.0,0,0
29059,8085,1,0,0,0,0,0.0,0,0
29075,8092,1,2,0,0,0,0.0,0,0
29076,8093,1,4,0,0,0,0.0,0,0
29079,8096,101,0,0,0,0,0.0,0,0
29082,8099,101,0,3,0,0,0.0,0,0
29083,8100,1,1,0,0,0,0.0,0,0
29129,8103,1,0,0,0,0,0.0,0,0
29130,8104,101,0,0,0,0,0.0,0,0
29131,8105,101,0,0,0,0,0.0,0,0
29132,8106,101,0,0,0,0,0.0,0,0
29135,8108,1,6,0,0,0,0.0,0,0
29160,8111,16,5,0,0,0,0.0,0,0
29220,8117,1,0,0,0,0,0.0,0,0
29249,8122,101,0,0,0,0,0.0,0,0
29252,8124,1,0,0,0,0,0.0,0,0
29255,8126,1,0,0,0,0,0.0,0,0
29257,8128,101,0,1,0,0,0.0,0,0
29258,8129,101,1,0,0,0,0.0,0,0
29262,8133,1,1,0,0,0,0.0,0,0
29309,8138,101,7,0,0,0,0.0,0,0
29310,8139,1,1,0,0,0,0.0,0,0
29311,8140,101,1,2,0,0,0.0,0,0
29346,8142,101,1,0,0,0,0.0,0,0
29352,8145,101,2,0,0,0,0.0,0,0
29355,8151,1,0,0,0,0,0.0,0,0
29356,8153,1,0,0,0,0,0.0,0,0
29359,8156,101,2,0,0,0,0.0,0,0
29360,8157,1,1,0,0,0,0.0,0,0
29361,8158,3,2,0,0,0,0.0,0,0
29362,8161,101,1,19,0,0,0.0,0,0
29364,8163,1,0,0,0,0,0.0,0,0
29381,8167,1,0,0,0,0,0.0,0,0
29382,8168,1,0,0,0,0,0.0,0,0
29383,8169,1,0,0,0,0,0.0,0,0
29384,8170,1,1,0,0,0,0.0,0,0
29393,8174,1,0,0,0,0,0.0,0,0
29403,8178,101,0,0,0,0,0.0,0,0
29408,8184,101,1,0,0,0,0.0,0,0
29409,8185,1,0,0,0,0,0.0,0,0
29411,8187,101,0,0,0,0,0.0,0,0
29412,8189,101,0,0,0,0,0.0,0,0
29414,8191,101,2,0,0,0,0.0,0,0
29415,8192,101,1,1,0,0,0.0,0,0
29416,8193,101,1,2,0,0,0.0,0,0
29417,8194,1,1,0,0,0,0.0,0,0
29418,8195,1,0,0,0,0,0.0,0,0
29444,8201,101,0,0,0,0,0.0,0,0
29446,8204,101,0,1,0,0,0.0,0,0
29515,8208,1,1,0,0,0,0.0,0,0
29532,8214,101,2,1,0,0,0.0,0,0
29534,8217,1,0,0,0,0,0.0,0,0
29540,8222,1,0,0,0,0,0.0,0,0
29541,8223,1,0,0,0,0,0.0,0,0
29542,8224,101,5,7,0,0,0.0,0,0
29548,8227,1,0,0,0,0,0.0,0,0
29549,8228,101,2,0,0,0,0.0,0,0
29550,8229,101,0,0,0,0,0.0,0,0
29552,8231,1,0,0,0,0,0.0,0,0
29556,8235,1,0,0,0,0,0.0,0,0
29557,8236,1,0,0,0,0,0.0,0,0
29582,8244,101,1,0,0,0,0.0,0,0
29583,8245,101,0,0,0,0,0.0,0,0
29585,8248,103,9,1,0,0,0.0,0,0
29586,8249,101,0,0,0,0,0.0,0,0
29587,8250,1,0,0,0,0,0.0,0,0
29593,8253,101,0,0,0,0,0.0,0,0
29594,8254,103,1,18,0,0,0.0,0,0
29595,8255,101,0,0,0,0,0.0,0,0
29596,8257,111,1,2,0,0,0.0,0,0
29604,8260,101,0,0,0,0,0.0,0,0
29606,8262,101,7,1,0,0,0.0,0,0
29612,8267,18,1,1,0,0,0.0,0,0
29613,8268,1,0,0,0,0,0.0,0,0
29614,8269,1,0,0,0,0,0.0,0,0
29615,8270,101,3,0,0,0,0.0,0,0
29616,8271,101,4,13,0,0,0.0,0,0
29617,8273,1,0,0,0,0,0.0,0,0
29618,8274,1,1,0,0,0,0.0,0,0
29619,8275,101,1,0,0,0,0.0,0,0
29620,8276,1,2,0,0,0,0.0,0,0
29621,8278,1,0,0,0,0,0.0,0,0
29622,8279,1,0,0,0,0,0.0,0,0
29623,8280,101,0,0,0,0,0.0,0,0
29627,8284,101,0,3,0,0,0.0,0,0
29645,8290,1,1,0,0,0,0.0,0,0
29646,8291,101,0,9,0,0,0.0,0,0
29661,8298,1,0,0,0,0,0.0,0,0
29662,8299,101,0,0,0,0,0.0,0,0
29664,8301,101,2,0,0,0,0.0,0,0
29666,8303,1,8,0,0,0,0.0,0,0
29668,8305,1,0,0,0,0,0.0,0,0
29669,8306,101,2,0,0,0,0.0,0,0
29670,8308,1,1,0,0,0,0.0,0,0
29672,8310,1,0,0,0,0,0.0,0,0
29673,8311,101,0,1,0,0,0.0,0,0
29679,8316,1,1,0,0,0,0.0,0,0
29681,8318,101,0,0,0,0,0.0,0,0
29682,8319,1,0,0,0,0,0.0,0,0
29704,8321,101,0,0,0,0,0.0,0,0
29705,8322,1,2,0,0,0,0.0,0,0
29706,8323,101,0,1,0,0,0.0,0,0
29707,8324,1,1,0,0,0,0.0,0,0
29708,8325,101,0,0,0,0,0.0,0,0
29709,8326,101,0,1,0,0,0.0,0,0
29711,8328,101,0,0,0,0,0.0,0,0
29712,8329,101,0,0,0,0,0.0,0,0
29713,8330,101,1,0,0,0,0.0,0,0
29714,8332,1,0,0,0,0,0.0,0,0
29722,8334,1,0,0,0,0,0.0,0,0
29723,8335,101,5,0,0,0,0.0,0,0
29736,8340,111,1,0,0,0,0.0,0,0
29737,8341,1,0,0,0,0,0.0,0,0
29738,8342,101,2,0,0,0,0.0,0,0
29748,8352,1,0,0,0,0,0.0,0,0
29751,8354,101,0,0,0,0,0.0,0,0
29760,8364,101,0,0,0,0,0.0,0,0
29761,8365,1,0,0,0,0,0.0,0,0
29762,8367,101,1,2,0,0,0.0,0,0
29763,8368,101,0,0,0,0,0.0,0,0
29764,8369,1,0,0,0,0,0.0,0,0
29789,8378,101,1,0,0,0,0.0,0,0
29790,8379,101,2,0,0,0,0.0,0,0
29791,8380,101,3,0,0,0,0.0,0,0
29792,8381,101,0,0,0,0,0.0,0,0
29796,8387,1,0,0,0,0,0.0,0,0
29799,8389,1,2,0,0,0,0.0,0,0
29800,8390,101,0,0,0,0,0.0,0,0
29807,8392,101,2,0,0,0,0.0,0,0
29808,8393,101,1,3,0,0,0.0,0,0
29811,8395,1,0,0,0,0,0.0,0,0
29954,8407,1,2,0,0,0,0.0,0,0
29955,8408,101,0,0,0,0,0.0,0,0
29956,8409,101,1,2,0,0,0.0,0,0
29958,8411,8,28,0,0,0,0.0,0,0
29959,8412,101,1,1,0,0,0.0,0,0
30016,8418,1,1,0,0,0,0.0,0,0
30020,8423,101,0,0,0,0,0.0,0,0
30021,8424,101,0,0,0,0,0.0,0,0
30028,8429,1,0,0,0,0,0.0,0,0
30029,8430,101,1,0,0,0,0.0,0,0
30033,8432,1,0,0,0,0,0.0,0,0
30034,8433,213,21,14,1,0,0.0,0,0
30036,8435,1,1,0,0,0,0.0,0,0
30037,8436,1,0,0,0,0,0.0,0,0
30038,8437,101,1,1,0,0,0.0,0,0
30043,8440,250,19,19,0,0,0.0,0,0
30044,8441,1,1,0,0,0,0.0,0,0
30045,8442,101,1,0,0,0,0.0,0,0
30046,8443,101,1,0,0,0,0.0,0,0
30047,8444,101,1,0,0,0,0.0,0,0
30059,8450,101,1,0,0,0,0.0,0,0
30060,8451,3111,270,121,5,0,0.0,0,0
30069,8455,156,4,13,0,0,0.0,0,0
30070,8456,1,0,0,0,0,0.0,0,0
30075,8459,1,6,0,0,0,0.0,0,0
30084,8463,101,4,0,0,0,0.0,0,0
30085,8464,166,11,40,0,0,0.0,0,0
30087,8466,101,1,0,0,0,0.0,0,0
30088,8467,101,11,5,0,0,0.0,0,0
30095,8472,101,4,28,0,0,0.0,0,0
30096,8473,101,3,2,0,0,0.0,0,0
30098,8475,1,0,0,0,0,0.0,0,0
30102,8479,101,1,0,0,0,0.0,0,0
30105,8482,1,1,0,0,0,0.0,0,0
30106,8483,1,0,0,0,0,0.0,0,0
30114,8486,1,0,0,0,0,0.0,0,0
30115,8487,101,0,20,0,0,0.0,0,0
30125,8492,101,0,0,0,0,0.0,0,0
30127,8495,101,1,8,0,0,0.0,0,0
30128,8497,101,0,0,0,0,0.0,0,0
30131,8500,1,10,0,0,0,0.0,0,0
30137,8505,1,0,0,0,0,0.0,0,0
30204,8508,101,0,0,0,0,0.0,0,0
